627,"Juilliard - Juilliard Theater","Manhattan, NY"
628,"Loeb Student Center","Manhattan, NY"
629,"Adlai Stevenson High School","Bronx, NY"
630,"North Meadow","Manhattan, NY"
631,"Filene Center","Vienna, VA"
632,"Festival Theater","Stratford, CANADA"
633,"University Fieldhouse","Stevens Point, WI"
634,"Dane County Memorial Coliseum","Madison, WI"
635,"Hilton Coliseum","Ames, IA"
636,"Century II Convention Hall","Wichita, KS"
637,"Municipal Auditorium","Topeka, KS"
638,"Clowes Memorial Hall","Indianapolis, IN"
639,"Community Auditorium (Emens College)","Muncie, IN"
640,"Honeywell Memorial Center","Wabash, IN"
641,"Hall of Music (Edward C. Elliott)","Purdue, IN"
642,"Alice Tully Hall","Manhattan, NY"
643,"The Cathedral Church of Saint John the Divine","Manhattan, NY"
644,"Schimmel Center for the Arts","Manhattan, NY"
645,"Staten Island Community College","Staten Island, NY"
646,"Memorial Coliseum","Lexington, KY"
647,"Municipal Auditorium","Asheville, NC"
648,"McAlister Auditorium","Greenville, SC"
649,"Byrnes Auditorium","Rock Hill, SC"
650,"Wait Chapel Auditorium","Winston-Salem, NC"
651,"Cameron Indoor Stadium","Durham, NC"
652,"Avery Fisher Hall","Manhattan, NY"
653,"Teatro Imperio","Lisbon, PORTUGAL"
654,"Palacio de Congresos","Madrid, SPAIN"
655,"Palau de la Musica Catalana","Barcelona, SPAIN"
656,"Teatro Perez Galdos","Las Palmas, CANARY ISLANDS"
657,"Teatro Guimerá","Tenerife, Santa Cruz de, CANARY ISLANDS"
658,"Van Wezel Performing Arts Hall","Sarasota, FL"
659,"Municipal Auditorium","Orlando, FL"
660,"Town Hall","Auckland, NEW ZEALAND"
661,"Town Hall","Wellington, NEW ZEALAND"
662,"Town Hall","Christchurch, NEW ZEALAND"
663,"City Hall","Brisbane, AUSTRALIA"
664,"Opera House","Sydney, AUSTRALIA"
665,"Festival Theatre","Adelaide, AUSTRALIA"
666,"Town Hall","Melbourne, AUSTRALIA"
667,"NHK Hall","Tokyo, JAPAN"
668,"Shimin Kaikan (Nagoya)","Nagoya, JAPAN"
669,"City Hall","Toyama, JAPAN"
670,"Poly Preparatory Country Day school","Brooklyn, NY"
671,"Marine Park","Brooklyn, NY"
672,"St. Baafs Kathedraal","Ghent, BELGIUM"
673,"Stadthalle","Hannover, GERMANY"
674,"Kultur und Kongresszentrum Liederhalle Stuttgart ( Beethovensaal)","Stuttgart, W. GERMANY"
675,"Kultur- und Kongresszentrum am Rosengarten","Mannheim, W. GERMANY"
676,"Salle Pleyel","Paris, FRANCE"
677,"Cathedrale de Chartres","Chartres, FRANCE"
678,"Nassau Coliseum","Uniondale, NY"
679,"Jackie Gleason Theater","Miami Beach, FL"
680,"Peabody Auditorium","Daytona Beach, FL"
681,"Edmunds Activities Center","Deland, FL"
682,"Houtrusthallen","The Hague, NETHERLANDS"
683,"Halle Muensterland","Muenster, W. GERMANY"
684,"Deutschlandhalle","Berlin, GERMANY"
685,"Kongresszentrum","Hamburg, GERMANY"
686,"Stadthalle","Vienna, AUSTRIA"
687,"Brucknerhaus","Linz, AUSTRIA"
688,"Jardin des Tuileries","Paris, FRANCE"
689,"Civic Center","Providence, RI"
690,"Pine Knob Theater","Pine Knob, MI"
691,"Muny Opera","St. Louis, MO"
692,"Arie Crown Theater","Chicago, IL"
693,"Artpark","Lewiston, NY"
694,"Performing Arts Center","Saratoga Springs, NY"
695,"Finlandia Hall","Helsinki, FINLAND"
696,"Stadsteater","Malmo, SWEDEN"
697,"Bolshoi Theatre","Moscow, USSR"
698,"Westchester Premier Theatre","Tarrytown, NY"
699,"Eisenhower Hall","West Point, NY"
700,"Eisenhower Park","East Meadow, NY"
701,"Library of the Performing Arts","Manhattan, NY"
702,"Calderone Theater","Hempstead, NY"
703,"Mid-Hudson Civic Center","Poughkeepsie, NY"
704,"Kenmin Kaikan","Niigata, JAPAN"
705,"Fumonkan Hall","Tokyo, JAPAN"
706,"Shimin Kaikan","Seoul, KOREA"
707,"Heckscher State Park","East Islip, NY"
708,"Teatro Nacional","Santo Domingo, DOMINICAN REPUBLIC"
709,"Baseball Stadium","La Romana, DOMINICAN REPUBLIC"
710,"Falconbridge Club","Bonao, DOMINICAN REPUBLIC"
711,"Boettcher Concert Hall","Denver, CO"
712,"Dee Events Center","Ogden, UT"
713,"Concord Pavilion","Concord, CA"
714,"Sejong Center for the Performing Arts","Seoul, KOREA"
715,"Snug Harbor","Staten Island, NY"
716,"Tanglewood","Lenox, MA"
717,"Studio 8H","Manhattan, NY"
718,"Miami Beach Theater","Miami Beach, FL"
719,"Abyssinian Baptist Church","Manhattan, NY"
720,"Clemens Center","Elmira, NY"
721,"Crouse-Hinds Theater","Syracuse, NY"
722,"Pine Knob Music Theater","Detroit, MI"
723,"Poplar Creek Music Theater","Chicago, IL"
724,"Great Lawn","Manhattan, NY"
725,"Superstar Theatre","Atlantic City, NJ"
726,"Konserthuset","Oslo, NORWAY"
727,"Palais des Congrès","Paris, FRANCE"
728,"Lehman Center for the Performing Arts","Bronx, NY"
729,"Teatro Juárez","Guanajuato, MEXICO"
730,"Sala Ollin Yoliztli","Mexico City, MEXICO"
731,"Sala Nezahualcóyotl","Mexico City, MEXICO"
732,"Westchester Community College","Valhalla, NY"
733,"Artpark","Buffalo, NY"
734,"None","Chicago, IL"
735,"Ravinia Park Pavilion","Highland Park, IL"
736,"Artemus W. Ham Concert Hall","Las Vegas, NV"
737,"Open Air Theatre","San Diego, CA"
738,"Davies Symphony Hall","San Francisco, CA"
739,"Symphony Hall","Salt Lake City, UT"
740,"Andrew Jackson Hall","Nashville, TN"
741,"Bush-Brown Concert Theater","Greenvale, NY"
742,"Gaillard Municipal Auditorium","Charleston, SC"
743,"White House - Rose Garden","Washington, DC"
744,"Poliedro","Caracas, VENEZUELA"
745,"Teatro Solis","Montevideo, URUGUAY"
746,"Luna Park","Buenos Aires, ARGENTINA"
747,"Teatro Municipal","Santiago, CHILE"
748,"Orpheum Theatre","Omaha, NE"
749,"Hult Center for the Performing Arts","Eugene, OR"
750,"Gammage Center for the Performing Arts","Tempe, AZ"
751,"Jones Hall for the Performing Arts","Houston, TX"
752,"Performing Arts Center (Tulsa)","Tulsa, OK"
753,"Fox Theatre","St. Louis, MO"
754,"Battery Park","Manhattan, NY"
755,"Asia Society","Manhattan, NY"
756,"Naturemax Theater","Manhattan, NY"
757,"Osaka-jo Hall","Osaka, JAPAN"
758,"Kan'i Hoken Hall","Tokyo, JAPAN"
759,"Kanagawa Kenmin Hall","Yokohama, JAPAN"
760,"Nippon Budokan Hall","Tokyo, JAPAN"
761,"Dr. Sun Yat-Sen Memorial Hall","Taipei, TAIWAN"
762,"City Hall","Hong Kong, CHINA"
763,"Hong Kong Coliseum","Hong Kong, CHINA"
764,"Thammasat University","Bangkok, THAILAND"
765,"Jakarta Convention Center","Jakarta, INDONESIA"
766,"Victoria Hall","Singapore"
767,"National Stadium","Singapore"
768,"Siri Fort Cultural Center","New Delhi, INDIA"
769,"Netaji Indoor Stadium","Calcutta, INDIA"
770,"Tata Theatre","Mumbai, INDIA (BOMBAY)"
771,"Shanmukhananda Hall","Mumbai, INDIA (BOMBAY)"
772,"Memorial Auditorium","Montclair, NJ"
773,"Damrosch Park","Manhattan, NY"
774,"Alte Oper","Frankfurt, GERMANY"
775,"Kulturpalast","Dresden, GERMANY"
776,"Slot Zeist","Amsterdam, NETHERLANDS"
777,"Erkel Theater","Budapest, HUNGARY"
778,"Châtelet Théâtre","Paris, FRANCE"
779,"Auditorium Parco della Musica - Santa Cecilia Hall","Rome, ITALY"
780,"Teatro Real","Madrid, SPAIN"
781,"Spor ve Sergi Saravi Hall","Istanbul, TURKEY"
782,"Hayarkon Park","Tel Aviv, ISRAEL"
783,"Mann Auditorium","Tel Aviv, ISRAEL"
784,"Palácio de Queluz","Lisbon, PORTUGAL"
785,"National Concert Hall","Dublin, IRELAND"
786,"Seaside Park","Bridgeport, CT"
787,"Church of the Holy Trinity","Manhattan, NY"
788,"Tilles Center for the Performing Arts (Main)","Greenvale, NY"
789,"Daniel Recital Hall","Spartanburg, NC"
790,"Palladium Nightclub","Manhattan, NY"
791,"Hauppage High School","Hauppauge, NY"
792,"Hofstra University Playhouse","Hempstead, NY"
793,"unnamed park","Pleasantville, NY"
794,"Royce Hall","Los Angeles, CA"
795,"Blossom Music Center","Cuyahoga Falls, OH"
796,"Merkin Concert Hall","Manhattan, NY"
797,"Citibank","Manhattan, NY"
798,"Teatro Teresa Carreno","Caracas, VENEZUELA"
799,"Teatro Nacional","Brasilia, BRAZIL"
800,"Palacio des Artes","Belo Horizonte, BRAZIL"
801,"Palacio Anhembi","Sao Paulo, BRAZIL"
802,"Ibirapuera Park","Sao Paulo, BRAZIL"
803,"Hotel International","Iguazu Falls, ARGENTINA"
804,"Public Special","Buenos Aires, ARGENTINA"
805,"Iglesia de Santa Gema","Guayaquil, ECUADOR"
806,"Apollo Theater","Manhattan, NY"
807,"Gorky Cultural Park","Moscow, USSR"
808,"Barbican Centre","London, ENGLAND"
809,"Philharmonie","Stockholm, SWEDEN"
810,"Nieuwe Kerk","The Hague, NETHERLANDS"
811,"Schauspielhaus","Berlin, GERMANY"
812,"Daniel Recital Hall","Spartanburg, SC"
813,"Sheridan High School","Sheridan, WY"
814,"Cam-Plex Heritage Center","Gillette, WY"
815,"Kelly Walsh Auditorium","Casper, WY"
816,"Fine Arts Concert Hall","Laramie, WY"
817,"Lincoln Theater","Cheyenne, WY"
818,"Walk Festival Hall","Teton Village, WY"
819,"Padang","Singapore"
820,"Thailand Cultural Center","Bangkok, THAILAND"
821,"Lyric Academy Hall","Hong Kong, CHINA"
822,"Sha Tin Town Hall","Hong Kong, CHINA"
823,"National Theatre","Taipei, TAIWAN"
824,"Seoul Arts Center (Concert Hall)","Seoul, KOREA"
825,"National Museum","Seoul, KOREA"
826,"Shirotori Century Plaza","Nagoya, JAPAN"
827,"Suntory Hall","Tokyo, JAPAN"
828,"The New School","Manhattan, NY"
829,"Aaron Davis Hall, City College of New York","Manhattan, NY"
830,"Dyker Beach Park","Brooklyn, NY"
831,"Orchard Beach","Bronx, NY"
832,"Bruno Walter Auditorium","Manhattan, NY"
833,"Midland Center for the Arts","Midland, MI"
834,"Roy Thomson Hall","Toronto, CANADA"
835,"Hancher Auditorium","Iowa City, IA"
836,"Symphony Center (Morton H. Meyerson)","Dallas, TX"
837,"McGuire Air Force Base","Wrightstown, NJ"
838,"Winter Garden Atrium (at the WFC)","Manhattan, NY"
839,"Hillwood Recital Hall (Tilles)","Greenvale, NY"
840,"Juniper Valley Park","Queens, NY"
841,"Great Kills Park","Staten Island, NY"
842,"Metropolitan Club","Manhattan, NY"
843,"Teatro Cultura Artistica","Sao Paulo, BRAZIL"
844,"Theresa L. Kaufmann Concert Hall, 92nd St. YMHA","Manhattan, NY"
845,"Auditorio Nacional de Musica","Madrid, SPAIN"
846,"De Warande","Brussels, BELGIUM"
847,"State Opera House (Hungarian)","Budapest, HUNGARY"
848,"New York Society for Ethical Culture","Manhattan, NY"
849,"Caspary Auditorium, The Rockefeller University","Manhattan, NY"
850,"None","Greenvale, NY"
851,"Shilla Hotel","Seoul, KOREA"
852,"Hong Kong Cultural Centre (Concert Hall)","Hong Kong, CHINA"
853,"National Concert Hall","Taipei, TAIWAN"
854,"Symphony Hall","Osaka, JAPAN"
855,"Symphony Hall","Okayama, JAPAN"
856,"Prefectural Arts Center","Miyazaki, JAPAN"
857,"Bunka Kaikan (Chiba-ken)","Chiba, JAPAN"
858,"Cercle de l'Union Interalliée","Paris, FRANCE"
859,"Kölner Philharmonie","Cologne, GERMANY"
860,"Tonhalle","Dusseldorf, GERMANY"
861,"Villa Louvigny","Luxembourg, LUXEMBOURG"
862,"Symphony Hall","Birmingham, ENGLAND"
863,"Atatuerk Culture Center","Istanbul, TURKEY"
864,"Athens Concert Hall","Athens, GREECE"
865,"Miller Field","Staten Island, NY"
866,"Anderson Center for the Arts","Binghamton, NY"
867,"Musik- und Kongresshalle Luebeck","Luebeck, GERMANY"
868,"Il Lingotto Conference Center","Turin, ITALY"
869,"Blockbuster-Sony Music Entertainment Center","Camden, NJ"
870,"Centro de Bellas Artes Luis A. Ferré (Sala Antonio Paoli)","San Juan, PUERTO RICO"
871,"Museo Metropolitano","Buenos Aires, ARGENTINA"
872,"Museo de Arte Contemporaneo de Monterrey (MARCO)","Monterey, MEXICO"
873,"Brookhaven Amphitheater","Farmingville, NY"
874,"Baker Hall","Bethlehem, PA"
875,"Grace Church","Manhattan, NY"
876,"The Stanley H. Kaplan Penthouse","Manhattan, NY"
877,"Prudential Hall","Newark, NJ"
878,"Harmony Hall","Fukui, JAPAN"
879,"Minato Mirai Hall","Yokohama, JAPAN"
880,"Sonic City","Omiya, JAPAN"
881,"Cultural Center of the Philippines","Manila, THE PHILIPPINES"
882,"Singapore Indoor Stadium","Singapore"
883,"Victoria Concert Hall","Hong Kong, CHINA"
884,"Chiang Kai Shek Cultural Center","Kaohsiung, TAIWAN"
885,"The Century Theatre","Beijing, CHINA"
886,"The Great Hall of the People","Beijing, CHINA"
887,"None","Shanghai, CHINA"
888,"McCallum Theatre","Palm Desert, CA"
889,"Segerstrom Concert Hall (Renée and Henry)","Costa Mesa, CA"
890,"New York State Theatre","Manhattan, NY"
891,"Washington Pavilion of Arts and Sciences","Sioux Falls, SD"
892,"Auditorio Alfredo Kraus","Las Palmas, CANARY ISLANDS"
893,"Coliseu dos Recreios","Lisbon, PORTUGAL"
894,"Clark Studio Theater","Manhattan, NY"
895,"Musikverein","Vienna, AUSTRIA"
896,"Smetana Hall","Prague, CZECH REPUBLIC"
897,"Philharmonic Hall Karl Szymanowski","Krakow, POLAND"
898,"Hotel Bristol","Warsaw, POLAND"
899,"Teatr Wielki - Opera Narodowa","Warsaw, POLAND"
900,"Hala Ludowa","Wroclaw, POLAND"
901,"Salon Alfons el Magnanim","Valencia, SPAIN"
902,"Palao de la Musica","Valencia, SPAIN"
903,"Auditorio y Palacio de Congresos","Zaragoza, SPAIN"
904,"Auditorio Palacio de Congresos Principe Felipe","Oviedo, SPAIN"
905,"Auditorio de Galicia","Santiago De Compostela, SPAIN"
906,"Sala São Paulo","Sao Paulo, BRAZIL"
907,"Museo Nacional de Arte Decorativo","Buenos Aires, ARGENTINA"
908,"PNC Bank Performing Arts Center","Holmdel, NJ"
909,"Volkswagen Halle","Braunschweig, GERMANY"
910,"Stadthalle","Braunschweig, GERMANY"
911,"The Equitable Building","Manhattan, NY"
912,"Federal Reserve Bank of New York","Manhattan, NY"
913,"Regent Wall Street Hotel","Manhattan, NY"
914,"Bank of New York","Manhattan, NY"
915,"South Street Seaport","Manhattan, NY"
916,"32 Old Slip","Manhattan, NY"
917,"One Liberty Plaza","Manhattan, NY"
918,"Federal Hall","Manhattan, NY"
919,"4 World Trade Center","Manhattan, NY"
920,"One World Financial Center","Manhattan, NY"
921,"Verizon Hall at Kimmel Center","Philadelphia, PA"
922,"Morgan Library","Manhattan, NY"
923,"Unknown Venue","Cologne, GERMANY"
924,"Festspielhaus und Festspiele Baden-Baden GmbH","Baden-Baden, GERMANY"
925,"Acros Fukuoka","Fukuoka, JAPAN"
926,"Kyoto Concert Hall","Kyoto, JAPAN"
927,"Act City Concert Hall","Hamamatsu, JAPAN"
928,"Poly Theatre","Beijing, CHINA"
929,"Macau Cultural Center","Macau"
930,"Petronas Concert Hall","Kuala Lumpur, MALAYSIA"
931,"Concert Hall Esplanade","Singapore"
932,"Harold M. Proshansky Auditorium","Manhattan, NY"
933,"Kravis Center for the Performing Arts (Alexander W. Dreyfoos, Jr. Concert Hall)","West Palm Beach, FL"
934,"Bob Carr Performing Arts Centre","Orlando, FL"
935,"Donna and Marvin Schwartz Center for the Performing Arts (Emerson Concert Hall)","Atlanta, GA"
936,"Blumenthal Performing Arts Center","Charlotte, NC"
937,"Weill Recital Hall at Carnegie Hall","Manhattan, NY"
938,"Farley / Speyer Home","Manhattan, NY"
939,"Teatro Lirico di Cagliari","Cagliari, SARDINIA, ITALY"
940,"Forte Village Resort","Cagliari, SARDINIA, ITALY"
941,"Gerald R. Ford Amphitheater","Vail, CO"
942,"Ed Sullivan Theatre","Manhattan, NY"
943,"Performing Arts Center","Purchase, NY"
944,"Hoff-Barthelson Music School","Scarsdale, NY"
945,"Maazel Home","Castleton, VA"
946,"Miller Theatre, Columbia University","Manhattan, NY"
947,"Right Track Recording","Manhattan, NY"
948,"Daejeon Culture and Arts Center","Daejeon, SOUTH KOREA"
949,"Leighton Concert Hall","South Bend, IN"
950,"Miller Auditorium","Kalamazoo, MI"
951,"Philharmonie (Alfried-Krupp Hall)","Essen, GERMANY"
952,"Walter Reade Theater (Furman Gallery)","Manhattan, NY"
953,"Springer Concert Hall (College of Staten Island)","Staten Island, NY"
954,"Philharmonie Luxembourg (Joséphine-Charlotte)","Luxembourg, LUXEMBOURG"
955,"Frauenkirche","Dresden, GERMANY"
956,"Gasteig Philharmonie","Munich, GERMANY"
957,"Villa Taverna","Rome, ITALY"
958,"Auditorium Parco della Musica","Rome, ITALY"
959,"Palazzo Corsini","Florence, ITALY"
960,"Teatro Regio","Parma, ITALY"
961,"Palazzo Mauro de André","Ravenna, ITALY"
962,"Cankarjev dom (Gallus Hall)","Ljubljana, SLOVENIA"
963,"Teatro Verdi","Trieste, ITALY"
964,"Bethel Woods Center for the Arts","Bethel, NY"
965,"The State Theatre","New Brunswick, NJ"
966,"Tokyo Opera City Concert Hall","Tokyo, JAPAN"
967,"Iichiko Culture Center (Grand Theatre)","Oita, JAPAN"
968,"US Ambasador Residence","Tokyo, JAPAN"
969,"Hyogo Performing Arts Center (Grand Hall)","Hyogo, JAPAN"
970,"Metropolitan Opera House (at Lincoln Center)","Manhattan, NY"
971,"Hochman residence","Manhattan, NY"
972,"Palace of Arts  (Bela Bartók National Concert Hall)","Budapest, HUNGARY"
973,"US Ambassador Residence","Vienna, AUSTRIA"
974,"Opernplatz","Frankfurt, GERMANY"
975,"Hull Room","Manhattan, NY"
976,"Guenther residence","Manhattan, NY"
977,"Josie Robertson Plaza (Lincoln Center)","Manhattan, NY"
978,"Credit Suisse Headquarters","Manhattan, NY"
979,"The Boathouse","Manhattan, NY"
980,"Gerald W. Lynch Theater","Manhattan, NY"
981,"Rubenstein Home","Manhattan, NY"
982,"Rose Theater","Manhattan, NY"
983,"Kaohsiung Cultural Center (Chih-Teh Hall)","Kaohsiung, TAIWAN"
984,"US Consul General Residence","Hong Kong, CHINA"
985,"Shanghai Grand Theatre Performing Arts Centre (Lyric)","Shanghai, CHINA"
986,"National Centre for the Performing Arts (Concert Hall)","Beijing, CHINA"
987,"East Pyongyang Grand Theatre","Pyongyang, DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA"
988,"Links Club","Manhattan, NY"
989,"Rosen Home","Manhattan, NY"
990,"Lincoln Square","Manhattan, NY"
991,"Richmond County Bank Ballpark","Staten Island, NY"
992,"Wychwood House","London, ENGLAND"
993,"Laeiszhalle","Hamburg, GERMANY"
994,"Official Residence of the United States Ambassador","Paris, FRANCE"
995,"Beethoven-Saal","Stuttgart, W. GERMANY"
996,"Bryant Park","Manhattan, NY"
997,"City University of New York","Staten Island, NY"
998,"M.J. Wallach Home","Manhattan, NY"
999,"Home of Paul and Virginia Pellicci","Manhattan, NY"
1000,"Georgescu Home","Manhattan, NY"
1001,"Philharmonic Center for the Arts (Hayes Hall)","Naples, FL"
1002,"Adrienne Arsht Center for the Performing Arts (Knight Concert Hall)","Miami, FL"
1003,"Teatro de la Universidad de Puerto Rico","San Juan, PUERTO RICO"
1004,"University of North Carolina (Memorial Hall)","Chapel Hill, NC"
1005,"Norton Center for the Arts (Newlin Hall)","Danville, KY"
1006,"Center for the Arts, College of Staten Island / CUNY","Staten Island, NY"
1007,"Credit Suisse offices","Dallas, TX"
1008,"Caramoor Venetian Theater","Katonah, NY"
1009,"Residence of Deputy Chief of Mission","Tokyo, JAPAN"
1010,"Hanoi Opera House","Hanoi, VIETNAM"
1011,"Shaw Foundation Symphony Stage","Singapore"
1012,"Esplanade","Singapore"
1013,"U.S. Ambassador's Residence","Abu Dhabi, UNITED ARAB EMIRATES"
1014,"Emirates Palace Auditorium","Abu Dhabi, UNITED ARAB EMIRATES"
1015,"Al Jahili Fort","Al Ain, UNITED ARAB EMIRATES"
1016,"Symphony Space","Manhattan, NY"
1017,"Konzerthaus","Dortmund, GERMANY"
1018,"United States Embassy","Paris, FRANCE"
1019,"Union Club","Manhattan, NY"
1020,"Haseltine residence","Manhattan, NY"
1021,"Park Avenue Christian Church","Manhattan, NY"
1022,"Wölffer Estate Vineyard","Sagaponack, New York"
1023,"Racquet and Tennis Club","Manhattan, NY"
1024,"Hostos Center for the Arts and Culture, Hostos Community College, CUNY","Bronx, NY"
1025,"Sala Sava","Belgrade, SERBIA"
1026,"National Opera & Ballet Theatre","Vilnius, LITHUANIA"
1027,"Home of Jack and Shirley Silver","Manhattan, NY"
1028,"Fifth Avenue Presbyterian Church","Manhattan, NY"
1029,"Home of Mr. & Mrs. James Buckman","Manhattan, NY"
1030,"Volkshaus","Zurich, SWITZERLAND"
1031,"Palace of Arts (Bela Bartók National Concert Hall)","Budapest, HUNGARY"
1032,"US Ambassador Residence","Berlin, GERMANY"
1033,"Semperopera","Dresden, GERMANY"
1034,"St. Thomas More Church","Manhattan, NY"
1035,"L'Addresse Symphonique","Montreal, CANADA"
1036,"Doubles Club at the Sherry Netherland Hotel","Manhattan, NY"
1037,"Winfield House","London, ENGLAND"
1038,"New York Institute of Technology Broadway Auditorium","Manhattan, NY"
1039,"Brick Church","Manhattan, NY"
1040,"Walt Disney Concert Hall","Los Angeles, CA"
1041,"Jackson Hall","Davis, California"
1042,"Copley Symphony Hall","San Diego, CA"
1043,"Neue Galerie","Manhattan, NY"
1044,"Park Avenue Armory","Manhattan, NY"
1045,"The Mansion at Natirar","Peapack, NJ"
1046,"Holy Trinity Lutheran Church","Manhattan, NY"
1047,"Kurtz Residence (Home of Honey M. Kurtz)","Manhattan, NY"
1048,"Ahmed Adnan Saygun Arts Centre","Izmir, TURKEY"
1049,"Halic Auditorium","Istanbul, TURKEY"
1050,"Konzerthaus Berlin","Berlin, GERMANY"
1051,"Transparent Factory","Dresden, GERMANY"
1052,"Hite Residence, Central Park S.","Manhattan, NY"
1053,"Amphitheater at the Elinor Bunin Munroe Film Center","Manhattan, NY"
1054,"Museo Rufino Tamayo","Mexico City, MEXICO"
1055,"Myungsung Presbyterian Church","Seoul, KOREA"
1056,"Universidad Catolica","Santiago, CHILE"
1057,"venue to be announced","Manhattan, NY"
1058,"SubCulture","Manhattan, NY"
1059,"David Rubenstein Atrium at Lincoln Center","Manhattan, NY"
1060,"9/11 Memorial Museum","Manhattan, NY"
1061,"Museum of Modern Art, The","Manhattan, NY"
1062,"DiMenna Center","Manhattan, NY"
1063,"U.S. Consulate Shanghai","Shanghai, CHINA"
1064,"Shanghai Symphony Hall--Chamber Hall","Shanghai, CHINA"
1065,"Hon. Frank and Mrs. Newman Residence","Manhattan, NY"
1066,"Johnson Residence (Home of Ann and Charles Johnson)","Manhattan, NY"
1067,"Takahashi Residence (Home of Motomu and Megumi Takahashi)","Manhattan, NY"
1068,"Milton Court at Guild Hall, Barbican Centre","London, ENGLAND"
1069,"Philharmonie de Paris, La","Paris, FRANCE"
1070,"Wallraf-Richartz Museum","Cologne, GERMANY"
1071,"Upper Story","Manhattan, NY"
1072,"Shanghai Symphony Hall","Shanghai, CHINA"
1073,"Shanghai Poly Grand Theatre","Shanghai, CHINA"
1074,"De Vink Residence","Vail, CO"
1075,"Donovan Pavilion","Vail, CO"
1076,"Santa Barbara Bowl","Santa Barbara, CA"
1077,"David Geffen Hall","Manhattan, NY"
1078,"Jamaica Performing Arts Center","Queens, NY"
1079,"National Sawdust","Brooklyn, NY"
1080,"Mr. and Mrs. Mike Kahn Residence","Manhattan, NY"
1081,"Neil Westreich and Michael O'Keefe Residence","Manhattan, NY"
1082,"Didi and Oscar Schafer Residence","Manhattan, NY"
1083,"Baita at Eataly","Manhattan, NY"
1084,"Michele and Marty Cohen Residence","Manhattan, NY"
1085,"Good Shepherd Faith Presbyterian Church","Manhattan, NY"
1086,"Temple of Dendur at the Metropolitan Museum of Art","Manhattan, NY"
1087,"Angel Orensanz Foundation","Manhattan, NY"
1088,"The Greene Space","Manhattan, NY"
1089,"Housing Works Bookstore Care","Manhattan, NY"
1090,"Laemmlein and Leah Buttenwiester Hall","Manhattan, NY"
1091,"The Green Space at WQXR","Manhattan, NY"
1092,"Whitney Museum of American Art","Manhattan, NY"
1093,"The New York Yacht Club","Manhattan, NY"
1094,"Guild Hall","East Hampton, NY"
1095,"Pondicheri","Manhattan, NY"
1096,"Cosmopolitan Club","Manhattan, NY"
1097,"Buckfire residence","Manhattan, NY"
1098,"Home of Neil Westreich and Michael O'Keefe","Manhattan, NY"
1099,"Bell House, The","Brooklyn, NY"
1100,"Interlochen Arts Center","Interlochen, MI"
1101,"St. Paul the Apostle","Manhattan, NY"
1102,"Weill Music Room, Carnegie Hall","Manhattan, NY"
1103,"Queen Elisabeth Hall","Antwerp, BELGIUM"
1104,"Vadászterem [Hunters Hall] in the Hungarian Parliament","Budapest, HUNGARY"
1105,"Mupa  (Bela Bartók National Concert Hall)","Budapest, HUNGARY"
1106,"Johann Strauss Concert Hall, Palais Coburg","Vienna, AUSTRIA"
1107,"Elbphilharmonie","Hamburg, GERMANY"
1108,"Koncertuset","Copenhagen, DENMARK"
1109,"House of Yes","Brooklyn, NY"
